id,Name,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Engine,Power,Mileage,Seats,Owner_Type,New_Price,Price
2673,Maruti Celerio VXI AT,2017,50941,Mumbai,Petrol,Automatic,998 CC,67.04 bhp,23.1 kmpl,5,First,,7.33
2674,Honda Jazz 1.2 E i VTEC,2018,37119,Kochi,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,12.76
2675,Ford EcoSport 1.5 TDCi Trend Plus BE,2021,37360,Coimbatore,Diesel,Manual,1498 CC,98.59 bhp,22.77 kmpl,5,First,,22.47
2676,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,64718,Pune,Diesel,Manual,1399 CC,67 bhp,17.8 kmpl,5,First,,6.83
2677,Ford Endeavour 3.2 Titanium AT 4X4,2021,10946,Delhi,Diesel,Automatic,3198 CC,197 bhp,10.91 kmpl,7,First,,66.65
2678,Honda Amaze VX i-DTEC,2015,71325,Coimbatore,Diesel,Manual,1498 CC,98.6 bhp,25.8 kmpl,5,First,,10.3
2679,Hyundai i20 Magna 1.2,2021,18724,Mumbai,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,11.63
2680,Volkswagen Polo 1.5 TDI Highline,2016,49288,Hyderabad,Diesel,Manual,1498 CC,88.8 bhp,20.14 kmpl,5,Second,,12.1
2681,Hyundai Creta 1.4 CRDi S Plus,2018,54616,Coimbatore,Diesel,Manual,1396 CC,88.7 bhp,21.38 kmpl,5,First,,25.41
2682,Honda Amaze S i-DTEC,2016,21300,Ahmedabad,Diesel,Manual,1498 CC,98.6 bhp,25.8 kmpl,5,Second,,8.95
2683,Maruti Ritz VDi,2016,93214,Hyderabad,Diesel,Manual,1248 CC,73.9 bhp,21.1 kmpl,5,First,,7.6
2684,Chevrolet Sail Hatchback 1.2 LS ABS,2014,13929,Kolkata,Petrol,Manual,1199 CC,82.5 bhp,18.2 kmpl,5,First,,6.03
2685,Volkswagen CrossPolo 1.5 TDI,2016,67669,Hyderabad,Diesel,Manual,1498 CC,88.5 bhp,20.14 kmpl,5,First,,12.09
2686,Tata Nano LX SE,2016,19352,Kochi,Petrol,Manual,624 CC,37.5 bhp,25.4 kmpl,4,First,,3.17
2687,Honda City ZX CVT,2010,58901,Hyderabad,Petrol,Automatic,1497 CC,78 bhp,16.4 kmpl,5,First,,6.01
2688,Ford Fiesta Classic 1.4 Duratorq LXI,2017,73992,Kochi,Diesel,Manual,1388 CC,67 bhp,18.6 kmpl,5,First,,7.37
2689,Volkswagen Polo 1.5 TDI Highline,2020,25540,Chennai,Diesel,Manual,1498 CC,88 bhp,20.14 kmpl,5,First,9.97 Lakh,14.22
2690,Renault Duster 85PS Diesel RxE,2013,62552,Jaipur,Diesel,Manual,1461 CC,83.8 bhp,20.45 kmpl,5,First,,10.29
2691,Volkswagen Polo Diesel Trendline 1.2L,2016,51534,Kolkata,Diesel,Manual,1199 CC,73.9 bhp,22.07 kmpl,5,First,,5.57
2692,Hyundai i20 Asta Option 1.2,2019,13812,Coimbatore,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,15.49
2693,Renault Duster 110PS Diesel RxZ AMT,2020,35392,Coimbatore,Diesel,Automatic,1461 CC,108.45 bhp,19.6 kmpl,5,First,15.05 Lakh,24.42
2694,Maruti Wagon R VXI BSIII,2004,104084,Chennai,Petrol,Manual,1061 CC,64 bhp,17.3 kmpl,5,Third,,1.82
2695,Honda Jazz 1.2 S i VTEC,2019,19866,Kolkata,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,9.74
2696,Ford Endeavour 3.0L 4X4 AT,2014,94657,Hyderabad,Diesel,Automatic,2953 CC,153.86 bhp,11.4 kmpl,7,First,,18.68
2697,Maruti Swift VXI BSIII,2012,68330,Ahmedabad,Petrol,Manual,1298 CC,88.2 bhp,16.1 kmpl,5,First,,5.28
2698,BMW 3 Series 330i,2013,75194,Coimbatore,Petrol,Automatic,2996 CC,254 bhp,9.43 kmpl,5,First,,29.09
2699,Maruti Ertiga ZDI,2017,24566,Delhi,Diesel,Manual,1248 CC,88.8 bhp,20.77 kmpl,7,First,,13.45
2700,Jeep Compass 2.0 Limited,2019,15118,Pune,Diesel,Manual,1956 CC,170 bhp,17.1 kmpl,5,First,23.89 Lakh,37.16
2701,Maruti Swift VXI BSIV,2016,41673,Pune,Petrol,Manual,1197 CC,81.80 bhp,20.4 kmpl,5,Second,,6.74
2702,Hyundai EON Magna Plus,2019,13353,Kochi,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,8.32
2703,Maruti Alto 800 2016-2019 LXI Optional,2020,2779,Jaipur,Petrol,Manual,796 CC,47.3 bhp,24.7 kmpl,5,First,,6.89
2704,Maruti Swift Dzire VDi,2014,71522,Jaipur,Diesel,Manual,1248 CC,73.9 bhp,19.3 kmpl,5,First,,10.2
2705,Maruti Vitara Brezza ZDi Plus Dual Tone,2021,27516,Coimbatore,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,12.56 Lakh,22.55
2706,Hyundai Verna 1.6 CRDi AT S,2016,31375,Chennai,Diesel,Automatic,1582 CC,126.2 bhp,19.08 kmpl,5,First,,18.09
2707,Mercedes-Benz E-Class 220 CDI,2004,130736,Pune,Diesel,Manual,2148 CC,null bhp,15.0 kmpl,5,First,,9.89
2708,Land Rover Freelander 2 TD4 SE,2012,124043,Jaipur,Diesel,Automatic,2179 CC,115 bhp,0.0 kmpl,5,First,,32.16
2709,Tata Indica DLS,2013,73435,Kolkata,Diesel,Manual,1405 CC,null bhp,13.5 kmpl,5,First,,1.71
2710,Honda Jazz 1.2 SV i VTEC,2016,24500,Kochi,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,11.97
2711,Hyundai i10 Sportz,2011,42625,Kolkata,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,3.94
2712,Honda Civic 2006-2010 1.8 S MT,2006,99039,Chennai,Petrol,Manual,1799 CC,130 bhp,13.5 kmpl,5,First,,5.51
2713,Force One LX 4x4,2018,39423,Kolkata,Diesel,Manual,2200 CC,139.01 bhp,17.0 kmpl,7,First,,16.32
2714,Maruti Baleno RS Petrol,2018,27818,Coimbatore,Petrol,Manual,998 CC,100 bhp,21.1 kmpl,5,First,10.89 Lakh,17.39
2715,Skoda Octavia 2.0 TDI AT Style Plus,2017,27308,Mumbai,Diesel,Automatic,1968 CC,141 bhp,19.5 kmpl,5,First,,31.41
2716,BMW 5 Series 520d Luxury Line,2012,43767,Ahmedabad,Diesel,Automatic,1995 CC,190 bhp,22.48 kmpl,5,First,63.71 Lakh,32.67
2717,Skoda Laura Ambiente 2.0 TDI CR AT,2013,119253,Jaipur,Diesel,Automatic,1968 CC,138.1 bhp,20.0 kmpl,5,First,,8.95
2718,BMW 3 Series 320i Sedan,2011,6374,Kolkata,Petrol,Automatic,1995 CC,154 bhp,12.05 kmpl,5,First,,19.99
2719,Maruti Vitara Brezza ZDi Plus Dual Tone,2019,85890,Pune,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,11.96 Lakh,18.05
2720,Mahindra Bolero ZLX,2014,102972,Jaipur,Diesel,Manual,2523 CC,62.1 bhp,15.96 kmpl,7,Second,11.15 Lakh,12.55
2721,Skoda Superb 1.8 TSI MT,2013,48508,Hyderabad,Petrol,Manual,1798 CC,160 bhp,13.14 kmpl,5,First,,11.81
2722,Toyota Etios Cross 1.4 GD,2018,44028,Coimbatore,Diesel,Manual,1364 CC,67.04 bhp,23.59 kmpl,5,First,,14.31
2723,Maruti Wagon R VXI,2018,42384,Mumbai,Petrol,Manual,998 CC,67.04 bhp,22.5 kmpl,5,First,5.61 Lakh,6.35
2724,Toyota Fortuner 2.8 2WD AT,2016,96839,Ahmedabad,Diesel,Automatic,2755 CC,174.5 bhp,12.9 kmpl,7,Second,34.45 Lakh,45.22
2725,Maruti Estilo LXI,2011,53596,Chennai,Petrol,Manual,1061 CC,null bhp,19.5 kmpl,,Second,,3.71
2726,Porsche Panamera Diesel,2016,52843,Kochi,Diesel,Automatic,2967 CC,300 bhp,17.85 kmpl,4,First,,117.54
2727,Hyundai Xcent 1.1 CRDi SX Option,2017,62486,Jaipur,Diesel,Manual,1120 CC,71 bhp,24.4 kmpl,5,First,,11.94
2728,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2016,20276,Delhi,Diesel,Automatic,2143 CC,170 bhp,19.27 kmpl,5,First,,65.64
2729,Maruti Wagon R LXI CNG,2019,76357,Pune,CNG,Manual,998 CC,58.2 bhp,26.2 km/kg,5,First,,7.05
2730,Mercedes-Benz E-Class 280 CDI,2008,69006,Chennai,Diesel,Automatic,2987 CC,198.5 bhp,11.0 kmpl,5,First,,22.1
2731,Hyundai i10 Era 1.1 iTech SE,2012,69846,Pune,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,3.56
2732,Skoda Yeti Ambition 4X2,2014,92826,Hyderabad,Diesel,Manual,1968 CC,108.49 bhp,17.72 kmpl,5,First,,16.87
2733,Ford Figo Diesel ZXI,2016,106100,Kolkata,Diesel,Manual,1399 CC,68.05 bhp,20.0 kmpl,5,First,,7.2
2734,Honda Brio S MT,2015,36754,Kolkata,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,First,,6.08
2735,Skoda Fabia 1.2L Diesel Classic,2014,72286,Hyderabad,Diesel,Manual,1199 CC,75 bhp,19.5 kmpl,5,First,,6.15
2736,Hyundai i20 2015-2017 Asta,2010,71319,Pune,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,Second,,5.27
2737,Mahindra XUV500 W10 1.99 mHawk,2020,22409,Delhi,Diesel,Manual,1997 CC,140 bhp,16.0 kmpl,7,First,,26.46
2738,Maruti S Cross DDiS 200 Delta,2016,60705,Hyderabad,Diesel,Manual,1248 CC,88.5 bhp,23.65 kmpl,5,First,,16.45
2739,Mercedes-Benz GLE 350d,2021,32576,Coimbatore,Diesel,Automatic,2987 CC,254.79 bhp,11.57 kmpl,5,First,95.13 Lakh,129.09
2740,Land Rover Discovery 3 TDV6 Diesel Automatic,2012,113725,Pune,Diesel,Automatic,2720 CC,190 bhp,11.8 kmpl,7,Second,,26.89
2741,Toyota Corolla Altis D-4D J,2018,47327,Kolkata,Diesel,Manual,1364 CC,87.2 bhp,21.43 kmpl,5,First,,14.11
2742,Honda City i VTEC SV,2016,9938,Mumbai,Petrol,Manual,1497 CC,117.3 bhp,17.4 kmpl,5,First,,11.51
2743,Hyundai Xcent 1.2 VTVT E,2021,40432,Pune,Petrol,Manual,1197 CC,81.86 bhp,20.14 kmpl,5,First,6.71 Lakh,10.35
2744,Maruti Baleno RS 1.0 Petrol,2018,19247,Kochi,Petrol,Manual,998 CC,100 bhp,21.1 kmpl,5,First,,16.13
2745,Mahindra XUV500 W10 AWD,2019,66802,Coimbatore,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,28.14
2746,Maruti Wagon R VXI AMT,2018,2004,Mumbai,Petrol,Automatic,998 CC,67 bhp,22.5 kmpl,5,First,6.14 Lakh,8.99
2747,Maruti Swift VDI,2016,77457,Chennai,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,First,,10.87
2748,Audi A4 35 TDI Technology,2017,43207,Hyderabad,Diesel,Automatic,1968 CC,187.74 bhp,18.25 kmpl,5,First,55.61 Lakh,51.22
2749,Maruti Swift Dzire VXI,2018,30166,Kolkata,Petrol,Manual,1197 CC,85.8 bhp,19.1 kmpl,5,First,,7.21
2750,Maruti Ritz VXi,2014,33714,Hyderabad,Petrol,Manual,1197 CC,85.80 bhp,18.5 kmpl,5,First,,8.23
2751,Mercedes-Benz C-Class Progressive C 220d,2021,3832,Ahmedabad,Diesel,Automatic,1950 CC,194 bhp,0.0 kmpl,5,First,49.14 Lakh,72.44
2752,Maruti Swift DDiS VDI,2010,153055,Pune,Diesel,Manual,1248 CC,74 bhp,28.4 kmpl,5,Second,,5.32
2753,Honda Amaze S i-Vtech,2019,53527,Coimbatore,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,11.73
2754,Maruti Swift LDI Optional,2015,124848,Jaipur,Diesel,Manual,1248 CC,74 bhp,25.2 kmpl,5,First,,9.59
2755,Maruti Alto K10 VXI AGS,2020,5057,Chennai,Petrol,Automatic,998 CC,67.1 bhp,24.07 kmpl,5,First,,8.16
2756,Hyundai i20 Sportz AT 1.4,2012,49505,Pune,Petrol,Automatic,1396 CC,98.6 bhp,15.0 kmpl,5,Second,,7.09
2757,Hyundai Santro Xing GL Plus,2017,44055,Ahmedabad,Petrol,Manual,1086 CC,62.1 bhp,17.92 kmpl,5,First,,5.56
2758,Maruti Alto K10 LXI,2018,31564,Delhi,Petrol,Manual,998 CC,67.1 bhp,24.07 kmpl,5,First,3.91 Lakh,6.33
2759,Jaguar XE Portfolio,2019,9415,Mumbai,Petrol,Automatic,1999 CC,246.74 bhp,13.5 kmpl,5,First,53.72 Lakh,69.97
2760,Toyota Innova Crysta 2.8 ZX AT,2017,57174,Bangalore,Diesel,Automatic,2755 CC,171.5 bhp,11.36 kmpl,7,First,28.05 Lakh,41.81
2761,Hyundai i20 1.2 Sportz Option,2013,59208,Bangalore,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,Fourth & Above,,6.3
2762,Mahindra XUV500 W8 2WD,2012,37826,Mumbai,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,16.74
2763,Maruti Alto LX,2013,93862,Hyderabad,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,3.63
2764,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2015,60329,Bangalore,Diesel,Manual,1396 CC,90 bhp,23.0 kmpl,5,First,,11.49
2765,Mahindra Bolero mHAWK D70 ZLX,2020,43511,Hyderabad,Diesel,Manual,1493 CC,70 bhp,16.5 kmpl,7,First,,16.24
2766,Ford Endeavour 3.2 Titanium AT 4X4,2017,54944,Coimbatore,Diesel,Automatic,3198 CC,197 bhp,10.91 kmpl,7,First,,58.68
2767,Renault KWID Climber 1.0 MT,2020,4353,Hyderabad,Petrol,Manual,999 CC,67 bhp,21.7 kmpl,5,First,5.3 Lakh,9.45
2768,BMW 5 Series 520d Sport Line,2018,15664,Delhi,Diesel,Automatic,1995 CC,187.74 bhp,22.48 kmpl,5,First,,82.94
2769,BMW Z4 2009-2013 Roadster 2.5i,2020,9702,Kochi,Petrol,Automatic,2979 CC,306 bhp,10.37 kmpl,2,First,,121.7
2770,Toyota Etios V,2015,12420,Kolkata,Petrol,Manual,1496 CC,88.73 bhp,16.78 kmpl,5,First,,8.73
2771,Toyota Fortuner 2.8 2WD MT,2020,79962,Coimbatore,Diesel,Manual,2755 CC,174.5 bhp,14.24 kmpl,7,First,37.17 Lakh,57.69
2772,Hyundai Tucson CRDi,2007,87209,Delhi,Diesel,Manual,1991 CC,112 bhp,12.6 kmpl,7,Second,,3.62
2773,Mahindra KUV 100 mFALCON G80 K2,2018,22193,Hyderabad,Petrol,Manual,1198 CC,82 bhp,18.15 kmpl,6,First,,8.53
2774,Hyundai Verna 1.6 SX CRDi (O),2016,54582,Kolkata,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,11.62
2775,Tata Sumo EX,2019,88405,Coimbatore,Diesel,Manual,2956 CC,83.8 bhp,15.3 kmpl,7,First,,10.16
2776,Ford Fusion Plus 1.4 TDCi Diesel,2009,77294,Hyderabad,Diesel,Manual,1399 CC,68 bhp,17.7 kmpl,5,Second,,6.18
2777,Mercedes-Benz GLA Class 200 Sport,2020,17664,Kochi,Petrol,Automatic,1991 CC,183 bhp,13.7 kmpl,5,First,39.22 Lakh,51.86
2778,BMW 5 Series 2003-2012 525d,2011,81078,Mumbai,Diesel,Automatic,1995 CC,218 bhp,16.73 kmpl,5,First,,33.8
2779,Hyundai Xcent 1.2 Kappa S Option,2021,27266,Jaipur,Petrol,Manual,1197 CC,81.86 bhp,19.1 kmpl,5,First,,10.24
2780,Hyundai i10 Magna 1.1,2015,50593,Delhi,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,5.51
2781,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2020,40204,Coimbatore,Diesel,Automatic,2143 CC,167.62 bhp,19.27 kmpl,5,First,,80.12
2782,Maruti Wagon R VXI BS IV,2014,54675,Pune,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,First,,5.98
2783,Maruti 800 AC,2010,58451,Jaipur,Petrol,Manual,796 CC,37 bhp,16.1 kmpl,4,First,,1.43
2784,Honda Amaze S i-Vtech,2015,36423,Kolkata,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,6.24
2785,Maruti Eeco 7 Seater Standard,2018,87772,Hyderabad,Petrol,Manual,1196 CC,73 bhp,15.1 kmpl,7,First,4.83 Lakh,5.96
2786,Honda City i DTEC V,2016,33178,Kolkata,Diesel,Manual,1498 CC,98.6 bhp,26.0 kmpl,5,First,,10.25
2787,Hyundai i20 Sportz 1.4 CRDi,2021,26098,Delhi,Diesel,Manual,1396 CC,88.73 bhp,22.54 kmpl,5,First,,13.86
2788,Maruti Wagon R LXI BS IV,2016,39780,Kolkata,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,First,,6.36
2789,Audi A6 2011-2015 2.0 TDI Premium Plus,2017,61589,Coimbatore,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,First,,52.56
2790,Hyundai Verna 1.6 SX,2015,38663,Hyderabad,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,15.35
2791,Hyundai EON Sportz,2020,14371,Coimbatore,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,8.02
2792,BMW 3 Series 320d M Sport,2016,34654,Mumbai,Diesel,Automatic,1995 CC,190 bhp,22.69 kmpl,5,First,,49.65
2793,Nissan Teana 230jM,2012,93269,Mumbai,Petrol,Automatic,2349 CC,null bhp,9.1 kmpl,5,Second,,6.08
2794,Hyundai Grand i10 Asta Option AT,2018,25503,Coimbatore,Petrol,Automatic,1197 CC,82 bhp,18.9 kmpl,5,First,,13.43
2795,Maruti Swift VXI BSIII,2012,82561,Pune,Petrol,Manual,1298 CC,88.2 bhp,16.1 kmpl,5,First,,5.61
2796,Hyundai Verna 1.6 SX VTVT (O) AT,2012,55579,Coimbatore,Petrol,Automatic,1591 CC,121.4 bhp,17.1 kmpl,5,First,,10.42
2797,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2016,62967,Pune,Diesel,Automatic,1896 CC,105 bhp,15.5 kmpl,5,First,,24.03
2798,BMW X5 xDrive 30d,2012,55074,Chennai,Diesel,Automatic,2993 CC,245 bhp,11.7 kmpl,5,Second,,54.89
2799,Renault KWID RXT,2019,47277,Chennai,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,,4.92
2800,Maruti Wagon R CNG LXI,2015,57257,Mumbai,CNG,Manual,998 CC,67.04 bhp,33.54 km/kg,5,First,5.58 Lakh,6.57
2801,BMW 5 Series 2007-2010 525d Sedan,2014,48545,Delhi,Diesel,Automatic,2495 CC,218 bhp,16.73 kmpl,5,Second,,31.93
2802,Hyundai Creta 1.6 SX Plus Diesel,2018,48807,Coimbatore,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,28.9
2803,Mercedes-Benz GLE 250d,2020,30815,Hyderabad,Diesel,Automatic,2143 CC,201.15 bhp,17.9 kmpl,5,First,79.43 Lakh,115.6
2804,Mercedes-Benz S Class 2005 2013 S 350 CDI,2012,36705,Hyderabad,Diesel,Automatic,2987 CC,282 bhp,13.5 kmpl,5,First,,39.5
2805,Maruti Ciaz RS ZXi Plus,2020,65849,Coimbatore,Petrol,Manual,1373 CC,91.1 bhp,20.73 kmpl,5,First,,13.52
2806,Nissan Sunny 2011-2014 Diesel XL,2013,112897,Jaipur,Diesel,Manual,1461 CC,84.8 bhp,21.64 kmpl,5,First,,7.68
2807,Hyundai Verna 1.6 VTVT,2016,37438,Chennai,Petrol,Manual,1591 CC,121.3 bhp,17.01 kmpl,5,Second,,10.33
2808,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,153455,Pune,Diesel,Manual,2494 CC,102 bhp,12.8 kmpl,8,Second,,11.46
2809,Toyota Etios GD,2017,50775,Coimbatore,Diesel,Manual,1364 CC,null bhp,23.59 kmpl,5,First,,10.44
2810,BMW 5 Series 520d Luxury Line,2014,60559,Ahmedabad,Diesel,Automatic,1995 CC,190 bhp,22.48 kmpl,5,First,63.71 Lakh,43.7
2811,Maruti Ciaz ZDi SHVS,2020,50023,Pune,Diesel,Manual,1248 CC,88.5 bhp,28.09 kmpl,5,First,,17.51
2812,Ford Ecosport 1.5 DV5 MT Titanium Optional,2018,32165,Mumbai,Diesel,Manual,1498 CC,89.84 bhp,22.7 kmpl,5,First,,18.38
2813,Toyota Fortuner 3.0 Diesel,2018,174426,Bangalore,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,First,,32.48
2814,Ford Endeavour 3.2 Trend AT 4X4,2018,47019,Coimbatore,Diesel,Automatic,3198 CC,197.2 bhp,10.91 kmpl,7,First,,57.65
2815,Hyundai Accent GLE,2015,54974,Delhi,Petrol,Manual,1495 CC,94 bhp,13.2 kmpl,5,First,,4.78
2816,Honda Amaze VX i-DTEC,2014,37322,Kolkata,Diesel,Manual,1498 CC,98.6 bhp,25.8 kmpl,5,First,,7.76
2817,Honda City 1.5 V MT,2013,64290,Kolkata,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,5.51
2818,Renault Duster 110PS Diesel RxL,2013,76997,Hyderabad,Diesel,Manual,1461 CC,108.45 bhp,19.01 kmpl,5,First,,12.28
2819,Volkswagen Jetta 2007-2011 1.9 L TDI,2014,38279,Hyderabad,Diesel,Manual,1968 CC,null bhp,0.0 kmpl,5,First,,11.12
2820,BMW 3 Series GT 320d Luxury Line,2017,35185,Hyderabad,Diesel,Automatic,1995 CC,184 bhp,19.59 kmpl,5,First,,66.3
2821,Audi A4 2.0 TDI Multitronic,2019,12398,Ahmedabad,Diesel,Automatic,1968 CC,140 bhp,16.55 kmpl,5,First,,46.64
2822,Hyundai i10 Era,2013,65547,Hyderabad,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,6.86
2823,Honda Brio VX AT,2016,37403,Mumbai,Petrol,Automatic,1198 CC,86.8 bhp,16.5 kmpl,5,First,,8.94
2824,Nissan Micra Active XV,2019,23104,Pune,Petrol,Manual,1198 CC,67.04 bhp,19.69 kmpl,5,First,6.99 Lakh,7.92
2825,Honda Jazz 1.2 V CVT i VTEC,2018,24620,Delhi,Petrol,Automatic,1199 CC,88.7 bhp,19.0 kmpl,5,First,,11.37
2826,Maruti Swift VXI,2017,16319,Coimbatore,Petrol,Manual,1197 CC,85.8 bhp,18.6 kmpl,5,Second,,12.65
2827,Toyota Etios Liva 1.2 VX Dual Tone,2021,22226,Coimbatore,Petrol,Manual,1197 CC,78.9 bhp,18.16 kmpl,5,First,7.59 Lakh,14.11
2828,Chevrolet Beat LT,2011,59491,Delhi,Petrol,Manual,1199 CC,76.8 bhp,17.8 kmpl,5,Second,,3.78
2829,Chevrolet Beat Diesel,2017,49804,Kochi,Diesel,Manual,936 CC,57.6 bhp,25.44 kmpl,5,First,,4.72
2830,Hyundai Verna CRDi SX,2014,72083,Ahmedabad,Diesel,Manual,1493 CC,110 bhp,16.8 kmpl,5,First,,12.06
2831,Force One LX 4x4,2016,46585,Chennai,Diesel,Manual,2200 CC,139.01 bhp,17.0 kmpl,7,First,,23.28
2832,Maruti Swift Dzire Tour LDI,2017,140610,Kolkata,Diesel,Manual,1248 CC,74 bhp,23.4 kmpl,5,First,,9.55
2833,Ford Aspire Ambiente Diesel,2020,16172,Kolkata,Diesel,Manual,1498 CC,99 bhp,26.1 kmpl,5,First,7.56 Lakh,11.81
2834,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2018,59543,Coimbatore,Diesel,Automatic,2143 CC,204 bhp,13.0 kmpl,5,First,,67.44
2835,Honda City i-DTEC SV,2018,38681,Kolkata,Diesel,Manual,1498 CC,98.6 bhp,25.6 kmpl,5,First,12.23 Lakh,10.17
2836,Hyundai Grand i10 AT Asta,2016,42383,Ahmedabad,Petrol,Automatic,1197 CC,82 bhp,18.9 kmpl,5,First,,10.2
2837,Mitsubishi Montero 3.2 GLS,2010,164795,Chennai,Diesel,Manual,3200 CC,199.3 bhp,11.56 kmpl,7,First,,15.07
2838,Hyundai Verna 1.6 SX,2014,60406,Kochi,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,9.24
2839,Tata Manza Aura Quadrajet,2012,73792,Hyderabad,Diesel,Manual,1248 CC,90 bhp,18.8 kmpl,5,First,,5.34
2840,Hyundai Verna 1.6 SX,2013,130623,Chennai,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,10.2
2841,Mercedes-Benz C-Class Progressive C 220d,2021,16068,Coimbatore,Diesel,Automatic,1950 CC,194 bhp,0.0 kmpl,5,First,49.14 Lakh,70.2
2842,BMW 7 Series 2007-2012 740Li,2009,72690,Pune,Petrol,Automatic,2979 CC,321 bhp,8.45 kmpl,5,Second,,22.04
2843,Mitsubishi Pajero Sport 4X4 AT,2017,71819,Pune,Diesel,Automatic,2477 CC,175.56 bhp,13.5 kmpl,6,First,,31.82
2844,Hyundai EON Magna Plus,2017,26343,Coimbatore,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,7.61
2845,Ford Fiesta 1.4 ZXi TDCi ABS,2011,71463,Chennai,Diesel,Manual,1399 CC,68 bhp,17.8 kmpl,5,First,,5.5
2846,Mahindra Renault Logan 1.5 DLE Diesel,2007,33642,Chennai,Diesel,Manual,1461 CC,65 bhp,19.2 kmpl,5,First,,4.69
2847,Maruti Wagon R Stingray LXI,2018,54175,Hyderabad,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,First,,7.68
2848,Land Rover Range Rover Vogue SE 4.4 SDV8,2012,57987,Bangalore,Diesel,Automatic,4367 CC,335.3 bhp,11.49 kmpl,5,Second,,131.94
2849,Hyundai EON Sportz,2018,15630,Coimbatore,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,8.4
2850,Mahindra XUV500 W8 2WD,2012,37469,Mumbai,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,15.49
2851,Toyota Innova 2.5 V Diesel 7-seater,2018,157225,Hyderabad,Diesel,Manual,2494 CC,102 bhp,12.8 kmpl,7,First,,25.07
2852,Land Rover Discovery Sport TD4 HSE 7S,2018,38468,Mumbai,Diesel,Automatic,1999 CC,148.31 bhp,12.81 kmpl,7,First,66.39 Lakh,83.4
2853,Ford EcoSport 1.5 Diesel Titanium,2019,24702,Mumbai,Diesel,Manual,1498 CC,98.96 bhp,23.0 kmpl,5,First,11.89 Lakh,18.43
2854,Chevrolet Beat LS,2014,54951,Delhi,Petrol,Manual,1199 CC,79.4 bhp,18.6 kmpl,5,First,,4.35
2855,Hyundai Elantra CRDi SX,2020,45284,Coimbatore,Diesel,Manual,1582 CC,126.2 bhp,22.7 kmpl,5,First,,31.45
2856,Honda City ZX CVT,2006,47166,Kolkata,Petrol,Automatic,1497 CC,78 bhp,16.4 kmpl,5,First,,2.84
2857,Hyundai EON Era Plus,2019,40407,Kochi,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,9.25
2858,Hyundai Santro Xing XL,2006,90304,Hyderabad,Petrol,Manual,1086 CC,null bhp,0.0 kmpl,5,First,,2.65
